file_name,lines,authors,shas,the_first_time,the_last_time,average_date,total_shas,last_fixes,fixes_percent
drivers/scsi/qla4xxx/ql4_mbx.c,2453,18,54,1311247043,1546564989,1329001225,62,3fe3d2428b62,1.612903226
fs/nfs/callback_xdr.c,1095,15,49,1311247043,1577068118,1369599196,63,83dd59a0b9af,6.349206349
arch/arm/mach-omap1/ams-delta-fiq.c,225,8,16,1311247043,1570006380,1414839510,20,baf64250b4a5,5.0
fs/afs/server_list.c,153,3,8,1509607670,1561025537,1512761556,8,d4a96bec7a73,37.5
drivers/gpu/drm/amd/amdgpu/vi.c,1878,33,109,1429522274,1578387459,1473064558,165,57ad33a307bf,0.606060606
drivers/scsi/csiostor/csio_hw.c,4434,12,31,1352990478,1568287546,1381962454,33,a351e40b6de5,3.03030303
drivers/infiniband/hw/hfi1/iowait.c,128,2,4,1537928823,1576743581,1541612097,4,ca9033ba69c7,50.0
net/ipv4/ip_tunnel.c,1268,37,81,1364194175,1579591584,1402364290,114,d0f418516022,21.05263158
samples/bpf/ibumad_kern.c,138,3,3,1552975909,1579500409,1553510902,3,7cf245a37ef0,33.33333333
drivers/media/platform/coda/coda-common.c,3188,26,244,1341180430,1576135225,1437591749,205,a3fd80198de6,2.926829268
arch/x86/mm/pti.c,681,14,38,1512371256,1572329617,1522434234,43,ff924c5a1ec7,16.27906977
drivers/dma/imx-sdma.c,2231,41,95,1308572746,1582590200,1395410019,139,25962e1a7f1d,2.877697842
drivers/gpu/drm/i915/display/intel_psr.c,1566,23,138,1415926348,1582779340,1526851529,27,33e059a2e4df,3.7037037039999996
drivers/crypto/ccp/ccp-crypto-sha.c,532,8,25,1384228005,1577711976,1402932369,29,0ee991be4cdd,3.448275862
drivers/media/platform/davinci/vpbe.c,840,16,30,1304103700,1559085480,1327612547,34,b72845ee5577,5.882352941000001
arch/x86/kernel/eisa.c,24,2,4,1503881240,1559519099,1517135752,4,ef1d4deab953,25.0
drivers/mmc/host/dw_mmc-bluefield.c,67,1,2,1525762008,1539915974,1525973261,3,f3716b8ae934,33.33333333
drivers/gpu/drm/drm_memory.c,190,14,17,1311247043,1563154973,1383005344,20,5.89E+11,5.0
drivers/net/wireless/realtek/rtlwifi/rtl8192de/hw.c,2231,14,30,1307689795,1573450846,1316964840,15,330bb7117101,6.666666667
fs/nfs/nfs4sysctl.c,70,7,7,1342427954,1515112752,1352696074,7,cbebc6ef4fc8,14.28571429
arch/arm/mach-davinci/usb-da8xx.c,147,5,11,1458816688,1550130723,1477195440,13,3424a516d9d2,7.692307692000001
fs/fuse/inode.c,1517,39,112,1306822140,1579005585,1394658800,143,76e43c8ccaa3,10.48951049
fs/binfmt_misc.c,884,25,40,1308458987,1558242500,1364577906,43,5cc41e099504,4.651162791
tools/testing/selftests/bpf/progs/test_tracepoint.c,26,2,2,1512963543,1579500405,1515522653,2,3e689141e64d,50.0
arch/arm/mach-omap1/board-osk.c,614,17,27,1307950199,1522823902,1314487211,32,77c2f02edbed,3.125
drivers/base/regmap/regmap.c,3126,59,200,1305115198,1579352184,1391519556,243,2e31aab08bad,4.115226337
drivers/iio/humidity/am2315.c,280,5,6,1460973043,1564128175,1462446543,8,1cb0d06a00f2,12.5
tools/testing/selftests/bpf/prog_tests/section_names.c,203,4,5,1537946697,1571756953,1545534147,1,9bc6384b3644,100.0
arch/mips/kernel/sysrq.c,66,2,3,1432000229,1509520077,1433249742,3,3c865dd9c1d6,33.33333333
drivers/net/ethernet/atheros/ag71xx.c,1893,8,12,1558674744,1579529917,1558776603,13,9d4b98af8a2e,38.46153846
drivers/net/ethernet/qlogic/netxen/netxen_nic_main.c,3486,39,59,1306881908,1575941031,1316947904,62,d894be57ca92,3.225806452
drivers/media/dvb-frontends/si2168.c,808,15,58,1397138450,1563367014,1436105698,73,1844f49861cb,1.369863014
drivers/scsi/ufs/ufshcd.c,8587,49,265,1330488710,1583340787,1441100211,316,be7594a424b4,4.113924051000001
drivers/pinctrl/pinctrl-falcon.c,509,11,16,1337445236,1583407365,1346078231,18,d62e7fbea495,5.555555556
sound/soc/soc-io.c,202,5,9,1307958595,1530483714,1412050275,35,dead99e8579b,2.857142857
tools/testing/selftests/bpf/progs/test_core_reloc_arrays.c,58,2,5,1565159996,1579500405,1567291923,6,3e689141e64d,16.66666667
tools/testing/selftests/bpf/progs/loop5.c,32,2,2,1564734220,1579500405,1565195663,2,3e689141e64d,50.0
net/ipv4/inet_hashtables.c,827,24,59,1311247043,1576232441,1411132673,72,8dbd76e79a16,19.44444444
drivers/clk/at91/sckc.c,632,5,16,1399456935,1569588670,1507384947,19,658fd65cf0b0,5.263157895
drivers/media/pci/cx88/cx88-vbi.c,235,5,11,1311247043,1509520077,1373601017,18,b3a78df58164,16.66666667
drivers/crypto/omap-aes.c,1323,21,58,1311247043,1573294170,1413851519,82,c98ef8dbca18,3.658536585
sound/firewire/motu/motu-pcm.c,374,4,16,1490189422,1575859721,1502036309,22,9ff3483e5c55,9.090909091
drivers/gpio/gpio-zynq.c,982,22,43,1404808355,1577353331,1438551752,46,36f2e7207f21,4.347826087
arch/x86/events/intel/uncore.c,1573,24,75,1339741894,1571960593,1420457706,59,75be6f703a14,13.55932203
drivers/media/dvb-core/dvbdev.c,1076,12,47,1311247043,1576486288,1394056606,53,8382e556b1a2,1.8867924530000002
drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec_rxtx.c,394,8,11,1492502903,1553154697,1500059663,12,de92cd6cf489,25.0
drivers/crypto/caam/caamalg_qi2.c,5402,8,32,1536724773,1578884075,1539317047,35,53146d152510,22.85714286
net/dccp/minisocks.c,268,6,20,1311247043,1558918501,1339905124,25,cfac7f836a71,24.0
drivers/hv/vmbus_drv.c,2445,28,142,1307346579,1579418962,1454388150,156,83b50f83a968,7.051282051
drivers/iommu/intel-iommu.c,6360,85,341,1307950199,1584157199,1431754536,456,1da8347d8505,15.35087719
fs/xfs/xfs_aops.c,667,13,71,1309728456,1578029587,1482244163,239,79d08f89bb1b,1.6736401669999998
drivers/power/supply/ucs1002_power.c,680,5,5,1556848841,1576834904,1557821827,5,577233a3f563,60.0
drivers/net/dsa/sja1105/sja1105_static_config.c,1235,2,9,1556810610,1577387473,1558691544,11,54fa49ee8813,9.090909091
drivers/base/cacheinfo.c,667,10,21,1412059705,1561372616,1441557777,24,83b44fe343b5,12.5
arch/arm/mm/idmap.c,140,16,21,1307519614,1544681096,1342433526,22,811a2407a3cf,4.545454545
tools/testing/selftests/bpf/progs/test_lwt_ip_encap.c,85,2,2,1550030021,1579500405,1550723442,2,3e689141e64d,50.0
drivers/gpu/drm/rockchip/cdn-dp-core.c,1226,11,20,1486281296,1571646876,1487417228,24,efe0220fc2d2,4.166666667
drivers/phy/broadcom/phy-brcm-usb.c,629,4,15,1506065641,1578028691,1532286961,17,d9e100829fca,11.76470588
net/bridge/netfilter/nf_conntrack_bridge.c,437,4,6,1559107537,1571448397,1559375228,7,e7a409c3f46c,42.85714286
drivers/gpu/drm/drm_plane.c,1223,19,54,1474426764,1551340148,1489584669,65,ce0769e0ea4b,15.38461538
fs/ceph/xattr.c,1297,20,73,1311247043,1578373977,1409041202,89,718807289d41,1.123595506
drivers/spi/spi-sun6i.c,568,10,14,1391580305,1567605552,1410196248,17,2d9bbd02c540,5.882352941000001
crypto/asymmetric_keys/pkcs7_verify.c,497,6,22,1404204019,1561648766,1434186493,26,29f4a67c17e1,11.53846154
drivers/spi/spi-axi-spi-engine.c,601,7,7,1454577210,1569477107,1457837390,8,4d5e0689dc9d,12.5
drivers/net/wireless/mediatek/mt76/mt76x02_debugfs.c,162,4,16,1511232653,1568336752,1527168664,10,4a8c99c73777,10.0
drivers/media/i2c/tvp5150.c,1852,19,79,1309672992,1562755909,1424008534,95,81fd5fd46ec9,7.368421053
drivers/infiniband/hw/cxgb4/cm.c,4470,37,168,1309869792,1580798550,1387346101,203,d219face9059,8.374384236000001
drivers/net/wireless/intel/iwlwifi/mvm/d3.c,2244,23,122,1358830929,1580456730,1424263062,78,bac453ab3745,5.128205128
drivers/gpu/drm/tilcdc/tilcdc_crtc.c,1035,19,60,1357628668,1564732522,1453738816,98,ce99f7206c91,2.040816327
drivers/net/dsa/lan9303-core.c,1377,9,39,1492483705,1578402365,1500656073,43,30482e4e2885,2.325581395
drivers/net/ppp/pppoe.c,1202,23,33,1311247043,1564493120,1321092364,42,8540827ebac6,16.66666667
sound/ppc/keywest.c,162,6,8,1310183803,1558918505,1337986513,8,654e2751c9f0,12.5
arch/arm/common/sa1111.c,1478,6,36,1309706661,1559614293,1357261953,44,06dfe5cc0cc6,2.272727273
drivers/scsi/sd_zbc.c,463,7,26,1476776434,1582097880,1524426114,50,51fdaa049024,24.0
arch/mips/pci/fixup-capcella.c,37,3,3,1311247043,1558918505,1328457645,2,19a8d6b7604d,50.0
drivers/mfd/intel-lpss.c,543,10,20,1437991443,1571209589,1446367533,20,02f36911c1b4,25.0
drivers/net/wireless/marvell/mwifiex/uap_event.c,356,10,30,1343988366,1555313209,1400934400,7,41bd3d585da2,14.28571429
drivers/rtc/rtc-mrst.c,521,14,16,1307608381,1559354935,1322423159,19,ca95ef7c9867,5.263157895
drivers/base/power/domain.c,3089,37,178,1309529565,1577685570,1452043860,282,51dcf7482f4b,7.446808511
drivers/gpu/drm/i915/gt/uc/intel_uc_fw.c,604,7,40,1507102405,1576987672,1554194284,36,62336cc666b0,2.777777778
lib/mpi/mpi-pow.c,314,7,8,1314770716,1561372346,1322461523,8,c8ea9fce2baf,25.0
drivers/usb/typec/bus.c,419,3,8,1530094790,1578407090,1533522084,8,5f54a85db5df,37.5
drivers/regulator/rk808-regulator.c,1381,12,31,1408505802,1575366429,1501200157,39,b8a039d37792,10.25641026
drivers/pinctrl/mvebu/pinctrl-armada-xp.c,648,11,23,1347529307,1558918501,1395797783,28,ea78b9511a54,10.71428571
drivers/gpu/drm/i915/selftests/i915_active.c,293,1,15,1549342802,1575950102,1560638164,19,c9ad602feabe,5.263157895
tools/testing/selftests/bpf/progs/loop3.c,23,3,3,1560571944,1579500405,1562316237,4,3e689141e64d,25.0
tools/testing/radix-tree/main.c,329,5,19,1458195705,1544055553,1466595845,27,eff3860bbfed,3.7037037039999996
fs/afs/flock.c,892,6,20,1311247043,1571368720,1479398705,29,a58823ac4589,31.03448276
drivers/rtc/rtc-ds1307.c,1879,30,68,1311247043,1559614293,1471380591,99,3f929cad9433,6.0606060610000005
drivers/leds/leds-tlc591xx.c,245,4,8,1426576107,1569211370,1445769764,10,a2cafdfd8cf5,10.0
drivers/net/ethernet/intel/ixgbe/ixgbe_ethtool.c,3492,38,127,1305069521,1558599072,1350830541,151,8e679021c5b9,0.662251656
drivers/net/ethernet/netronome/nfp/nfpcore/nfp_nffw.c,261,2,5,1486603052,1539219462,1487723905,5,2d2595719a97,20.0
drivers/net/ethernet/mellanox/mlxsw/spectrum_kvdl.c,75,2,8,1467689267,1533787151,1518734634,23,fc56be47da8c,17.39130435
net/rxrpc/conn_client.c,1212,4,41,1459749637,1580392236,1480383838,51,5273a191dca6,17.64705882
drivers/usb/typec/tcpm/wcove.c,703,8,12,1490075808,1579471745,1503715591,6,0e64350bf466,33.33333333
drivers/tty/serial/uartlite.c,858,14,34,1311247043,1573684148,1366153607,52,a553add0846f,3.8461538460000004
drivers/media/platform/s3c-camif/camif-capture.c,1652,15,33,1345637358,1561488701,1351555954,38,a398e043637a,2.631578947
block/bsg.c,520,13,23,1307950199,1556606559,1387376595,41,70dbcc2254fa,2.43902439
arch/x86/mm/kasan_init_64.c,436,12,33,1423809565,1575107700,1509609152,44,f3176ec9420d,4.545454545
fs/befs/linuxvfs.c,1028,16,58,1311247043,1564446149,1358024339,73,a64998504ebd,1.369863014
net/tipc/sysctl.c,92,5,6,1371437677,1573185911,1421302847,6,4bcd4ec10172,33.33333333
drivers/pinctrl/tegra/pinctrl-tegra114.c,1868,8,14,1357621357,1561108772,1365336286,12,3c94d2d08a03,8.333333332999999
tools/testing/selftests/bpf/progs/test_perf_buffer.c,25,2,3,1562382386,1579500405,1564367187,4,3e689141e64d,25.0
drivers/net/usb/smsc95xx.c,2214,33,67,1311247043,1558252303,1350733744,71,5503a6889f72,7.042253521
drivers/gpu/drm/rockchip/rockchip_drm_vop.c,2046,40,115,1408703786,1570697030,1474448586,157,287422a95fe2,7.006369427
drivers/dma/bcm2835-dma.c,1051,12,33,1389010704,1576468400,1434406408,42,f147384774a7,11.9047619
drivers/tty/serial/ifx6x60.c,1445,18,32,1306881908,1574045313,1314386111,38,1e948479b3d6,2.631578947
security/keys/proc.c,321,8,19,1311247043,1562755423,1345388328,21,ede0fa98a900,9.523809523999999
drivers/iio/light/stk3310.c,706,9,15,1430130840,1562155559,1433624218,19,037e966f2d63,10.52631579
drivers/scsi/ufs/ufs-hisi.c,604,9,9,1531820216,1567837531,1534947465,9,176eb9277442,11.11111111
fs/xfs/libxfs/xfs_ialloc.c,2975,14,96,1309728456,1579770078,1397884636,80,c44245b3d543,1.25
drivers/gpu/drm/imx/imx-tve.c,712,21,39,1365415478,1564140185,1381623704,31,fc12bccda8b6,3.225806452
kernel/rcu/tree.c,3815,41,405,1306133501,1574762745,1458801538,620,130d9c331bc5,0.64516129
drivers/thunderbolt/tunnel.c,1192,4,19,1401804248,1576568024,1527992188,17,ce19f91eae43,5.882352941000001
drivers/net/phy/mdio-sun4i.c,180,8,10,1369856961,1574077275,1382183092,12,56c0290202ab,16.66666667
security/apparmor/policy_unpack.c,1234,12,49,1311247043,1572943409,1408931039,59,156e42996bd8,15.25423729
drivers/video/console/vgacon.c,1451,16,27,1248509822,1583288669,1338102958,28,513dc792d606,3.571428571
drivers/net/ethernet/intel/e1000e/mac.c,1782,9,37,1306881908,1560504575,1315734039,42,4e7dc08e57c9,2.3809523809999997
tools/testing/selftests/powerpc/tm/tm-resched-dscr.c,100,5,7,1401956362,1509520077,1415964335,7,fe06fe860250,14.28571429
tools/testing/selftests/bpf/progs/test_core_reloc_existence.c,79,2,3,1571110129,1579500405,1571402347,3,3e689141e64d,33.33333333
tools/bpf/runqslower/runqslower.bpf.c,100,2,2,1578843102,1579500404,1578849675,2,5b554ce518af,50.0
drivers/rtc/rtc-mc146818-lib.c,199,4,4,1464770783,1578087070,1466221795,5,f01f4ffdfb70,40.0
drivers/staging/media/hantro/hantro_g1_h264_dec.c,306,4,9,1565931691,1575530683,1566711189,10,a2cbf80a842a,40.0
kernel/iomem.c,167,3,3,1522321633,1562849528,1522917048,3,9bd3bb6703d8,33.33333333
drivers/net/ethernet/stmicro/stmmac/dwmac100_dma.c,127,9,12,1303125322,1562637779,1366517681,18,06a80a7d09cc,5.555555556
drivers/staging/media/imx/imx-media-utils.c,956,6,21,1496820851,1568264480,1509298531,22,02c25c003405,9.090909091
arch/arm/mach-pxa/devices.c,1112,12,21,1311247043,1547626411,1325639681,25,4c35430ad18f,4.0
arch/mips/txx9/generic/setup_tx4927.c,337,4,4,1311247043,1481076315,1316523981,4,2cec11d87181,25.0
security/apparmor/lib.c,525,10,24,1303125322,1559354935,1471722976,37,250f2da49cb8,8.108108108
tools/perf/util/cs-etm.c,2620,8,75,1516157531,1574690313,1538988448,82,6285bd151b95,6.0975609760000005
mm/usercopy.c,309,9,15,1465268733,1568689225,1487322238,19,314eed30ede0,26.31578947
drivers/staging/rts5208/rtsx_transport.c,770,17,24,1384247768,1572250441,1395971888,28,b5d013bc09e9,3.571428571
arch/arm/mm/pmsa-v7.c,475,2,9,1508129555,1522722997,1508898890,10,636e645f1f2a,20.0
drivers/net/ethernet/chelsio/cxgb4vf/sge.c,2708,23,51,1306881908,1551426159,1329182663,57,8d09e6b8b9c9,1.754385965
drivers/net/ethernet/mellanox/mlx5/core/en_accel/ipsec.c,550,3,11,1492502668,1517209550,1501804387,11,dc7debec0780,9.090909091
drivers/net/ethernet/marvell/octeontx2/nic/otx2_common.c,1410,4,14,1580121316,1580428961,1580121756,14,08ff78182fa1,7.142857143
drivers/net/ethernet/hisilicon/hisi_femac.c,978,8,9,1468571195,1579615773,1469114025,11,a51645f70f63,18.18181818
mm/maccess.c,278,9,11,1311247043,1572625077,1497213485,12,dbb7ee0e474c,8.333333332999999
drivers/gpu/drm/panel/panel-tpo-td028ttec1.c,391,2,7,1565709060,1575702232,1565909690,8,692a5424b5b2,12.5
drivers/net/ethernet/via/via-rhine.c,2647,34,56,1311247043,1575941031,1334542512,69,5f715c097965,1.4492753619999998
drivers/nfc/nfcmrvl/uart.c,235,2,10,1434002420,1564977655,1439008659,11,c3953a3c2d31,45.45454545
net/core/datagram.c,807,31,54,1311247043,1574664537,1409049590,83,0b91bce1ebfc,10.84337349
drivers/net/wireless/ath/ath9k/ar9003_calib.c,1702,8,52,1311247043,1476186409,1352323591,67,304e5ac118cc,1.4925373130000001
arch/powerpc/kernel/udbg_16550.c,298,4,4,1311247043,1558918501,1348080729,5,cd32e2dcc9de,20.0
drivers/gpu/drm/omapdrm/omap_gem.c,1426,26,88,1321070980,1573697023,1405522372,87,d9c148cfaf0a,2.298850575
arch/x86/kernel/time.c,139,11,16,1306383773,1579755293,1395143525,20,979923871f69,10.0
arch/arm/mach-bcm/board_bcm2835.c,29,5,6,1337965483,1540217919,1394126483,9,88bbe85dcd37,11.11111111
fs/lockd/svc.c,819,19,55,1311247043,1558242500,1356450963,62,3a2b19d1ee56,4.838709677
kernel/irq/affinity.c,514,10,30,1467625167,1566982695,1535898020,38,101f85b56d03,21.05263158
drivers/staging/iio/cdc/ad7746.c,772,24,39,1316574949,1558178853,1355343957,48,3089ec2c104c,2.083333333
drivers/regulator/pwm-regulator.c,408,8,20,1411871333,1559614293,1442826402,33,c2588393e631,3.03030303
fs/xfs/libxfs/xfs_bmap.c,6318,17,248,1309728456,1579770079,1427068507,293,69ffe5960df1,0.34129692799999994
drivers/tty/serial/cpm_uart/cpm_uart_core.c,1480,16,29,1311247043,1581569022,1321562135,32,4508cf76b1ec,9.375
drivers/spi/spi-imx.c,1812,34,94,1306899084,1577159525,1417698608,126,c842749ea1d3,6.349206349
drivers/hid/hid-logitech-dj.c,1905,17,62,1316057689,1566725742,1459066027,72,8ccff2843fb4,5.555555556
tools/perf/util/stat-display.c,1241,6,23,1535589172,1567147520,1539143457,28,6c5f4e5cb35b,3.571428571
net/ipv6/netfilter/ip6_tables.c,1975,21,64,1311247043,1559614293,1338915330,89,c568503ef020,4.494382022
drivers/pwm/pwm-lpss.c,277,11,22,1395324263,1566639427,1467206898,30,42885551cedb,3.333333333
drivers/hid/hid-roccat-kovaplus.c,660,7,14,1306157047,1558918501,1323179985,15,7ad81482cad6,6.666666667
drivers/pinctrl/qcom/pinctrl-ipq4019.c,737,5,8,1447924768,1559085478,1474348742,8,d7402de48efa,12.5
drivers/power/supply/bq27xxx_battery.c,1927,21,59,1311247043,1556251142,1444971677,32,3bee9ea1de68,3.125
drivers/usb/host/xhci-mtk.c,689,9,21,1448341795,1566542425,1466184836,28,f068090426ea,10.71428571
drivers/clk/clk-oxnas.c,253,4,7,1460952095,1559009404,1470469749,7,a5e9b85a6540,14.28571429
drivers/pwm/pwm-img.c,425,5,7,1420786487,1559008627,1451860329,7,1e70897d0e20,14.28571429
drivers/cpufreq/loongson2_cpufreq.c,199,9,17,1311247043,1579570245,1337825742,28,05ed672292dc,3.571428571
drivers/video/fbdev/atmel_lcdfb.c,1339,27,38,1306157047,1575369530,1326848890,22,9cb18db0701f,4.545454545
drivers/cpufreq/pcc-cpufreq.c,632,11,16,1311247043,1580053211,1320385239,21,1e4f63aecb53,23.80952381
net/mac80211/fils_aead.c,331,4,6,1477500125,1559614293,1478710064,6,01fba20b5976,50.0
drivers/clk/sunxi-ng/ccu-sun8i-r40.c,1364,5,10,1502776529,1576638271,1506304078,11,c7b305267eb7,18.18181818
drivers/usb/musb/omap2430.c,523,23,60,1307354793,1579044332,1385693334,101,d8e5f0eca1e8,0.99009901
net/ipv4/inetpeer.c,311,7,16,1306881908,1573093842,1379304097,36,71685eb4ce80,11.11111111
drivers/crypto/hisilicon/zip/zip_main.c,1044,5,10,1564732672,1573098509,1566016692,10,1e67ee9344ab,20.0
arch/powerpc/kvm/book3s_hv_builtin.c,918,18,52,1306464384,1570003224,1479303049,66,5.01E+11,4.545454545
arch/powerpc/mm/hugetlbpage.c,685,24,53,1309226088,1580968228,1387621829,119,f2b67ef90b0d,10.92436975
drivers/crypto/caam/caamalg_desc.c,1620,5,19,1479800649,1564560489,1498151147,20,48f89d2a2920,15.0
net/netfilter/xt_connmark.c,206,5,9,1311247043,1558252303,1394286380,10,fc6ddbecce44,30.0
fs/cifs/sess.c,1736,23,46,1311247043,1580955551,1409431185,56,126c97f4d0d1,1.785714286
drivers/net/wireless/realtek/rtlwifi/rtl8188ee/sw.c,394,9,17,1364134002,1577079428,1378148817,15,cf4747d7535a,6.666666667
drivers/gpu/drm/drm_fourcc.c,395,16,23,1465448048,1574734454,1509287856,33,96227287fd36,12.12121212
drivers/gpu/drm/msm/disp/mdp4/mdp4_dsi_encoder.c,172,7,7,1445228831,1575869550,1448425342,5,251e3cb1418f,20.0
drivers/staging/greybus/arche-apb-ctrl.c,491,13,32,1450254559,1547468851,1468197640,52,1e029b836108,1.9230769230000002
drivers/net/ethernet/mellanox/mlxsw/spectrum_nve.c,1037,4,12,1539737594,1570074572,1540052123,13,c6b36bdd04b5,30.76923077
drivers/watchdog/wdat_wdt.c,549,7,11,1474356651,1581501581,1481781246,12,2ba33a4e9e22,33.33333333
net/atm/mpc.c,1535,13,17,1306881908,1558242500,1309722163,20,9bbe60a67be5,5.0
drivers/gpio/gpio-rcar.c,613,20,47,1362857220,1573008852,1419784707,62,501ef0f95a57,4.838709677
mm/rodata_test.c,53,4,4,1488177022,1559354935,1490829398,4,a872eb2131e9,25.0
net/netfilter/xt_time.c,300,4,6,1311247043,1573220068,1340953860,6,916f6efae623,16.66666667
drivers/rtc/rtc-88pm860x.c,463,13,15,1311247043,1564456539,1327047410,16,dc9e47160626,6.25
drivers/gpio/gpio-arizona.c,208,9,20,1340429365,1563761265,1399970528,26,64c6a71126fd,3.8461538460000004
drivers/of/property.c,1337,12,33,1495619633,1574247628,1515031517,32,3883539140b8,15.625
crypto/rsa_helper.c,186,7,8,1434421861,1558918501,1457228501,9,d2890c3778b1,11.11111111
sound/soc/codecs/pcm512x.c,1733,14,33,1391659407,1582205396,1428360374,39,ac0a68997935,5.128205128
drivers/net/phy/mdio-mux.c,210,11,16,1335942998,1548070493,1373370138,22,457839ed3e78,22.72727273
drivers/net/ethernet/mscc/ocelot.c,2513,12,52,1526306697,1583782098,1547403652,60,a8015ded89ad,21.66666667
drivers/net/ethernet/freescale/dpaa/dpaa_ethtool.c,613,6,16,1479177663,1572511076,1499693301,18,5e8cc3947d8f,5.555555556
drivers/infiniband/hw/bnxt_re/qplib_fp.c,2834,10,31,1486667973,1578275030,1497507504,34,c52757235809,32.35294118
arch/arm/mach-davinci/board-omapl138-hawk.c,454,11,26,1309706661,1561459755,1420914980,37,ed667776d6e6,10.81081081
lib/bitmap.c,1306,18,56,1311247043,1580722654,1407963793,78,8351760ff5b2,2.564102564
sound/pci/oxygen/xonar_dg.c,285,4,13,1311247043,1559085158,1366742026,14,305564413c99,7.142857143
arch/powerpc/kvm/booke.c,2200,25,126,1308047671,1576648521,1355379597,151,b2d7ecbe3556,1.324503311
arch/x86/crypto/camellia_aesni_avx_glue.c,309,9,15,1351234141,1577711976,1442474281,21,92b279070dd6,4.7619047619999995
drivers/regulator/tps65023-regulator.c,365,9,21,1308331131,1492395816,1355844617,34,c90722b54a4f,2.9411764710000003
drivers/hwmon/tmp102.c,315,11,25,1311247043,1558918506,1409717597,32,d0725439354a,3.125
drivers/net/ethernet/ibm/emac/core.c,3417,32,50,1306157047,1575941031,1334037367,55,bf68066fccb1,5.454545455
drivers/media/usb/uvc/uvc_video.c,2130,30,59,1310748660,1558918501,1355547315,51,9dd0627d8d62,3.921568627
drivers/iio/adc/ad_sigma_delta.c,599,10,15,1344591360,1578889612,1365161672,20,fccfb9ce70ed,5.0
samples/bpf/tcbpf1_kern.c,91,4,7,1427879533,1579500409,1435564597,7,7cf245a37ef0,85.71428571
drivers/pci/controller/pcie-rcar.c,1249,24,65,1399867068,1574902493,1444853845,18,7c7e53e1c93d,33.33333333
drivers/media/usb/dvb-usb-v2/mxl111sf.c,1454,13,26,1314547535,1559236172,1336281089,24,87e9201108b7,4.166666667
drivers/infiniband/hw/ocrdma/ocrdma_main.c,474,17,50,1332274146,1559716766,1411105446,82,6135b71159de,1.219512195
lib/test_bitmap.c,628,8,27,1455845040,1580722658,1530116899,29,69334ca530da,13.79310345
tools/testing/selftests/bpf/test_tcpbpf_user.c,171,5,8,1516868056,1575428995,1530920917,9,a8911d6d5878,22.22222222
net/sctp/auth.c,1078,14,29,1311247043,1566223368,1363343956,35,ed5a377d87dc,5.714285714
drivers/acpi/tables.c,852,25,41,1311247043,1566206272,1424294546,46,1f000e1bfff4,4.347826087
drivers/nvdimm/region_devs.c,1223,12,65,1430457087,1574128314,1475491980,76,ca6bf264f6d8,13.15789474
drivers/pnp/quirks.c,465,6,9,1311247043,1553520748,1330360444,9,b3413afb4a89,11.11111111
drivers/gpu/drm/msm/disp/dpu1/dpu_hw_ctl.c,589,7,8,1530084369,1574674168,1536915481,11,dfdb3be43ef1,9.090909091
drivers/tty/tty_io.c,3513,42,166,1307354793,1576543840,1358365453,236,0eae4686a128,3.8135593219999997
drivers/gpu/drm/i915/gt/selftest_workarounds.c,1271,9,45,1523683674,1576915404,1551088396,39,f1c4d157ab9b,5.128205128
drivers/net/ipvlan/ipvlan_main.c,1053,30,60,1416755266,1583559117,1455690033,80,63aae7b17344,17.5
scripts/dtc/checks.c,1919,3,17,1311247043,1577345807,1461238387,18,e66186920bff,5.555555556
drivers/net/wireless/ath/ath11k/dp_tx.c,962,4,6,1574474320,1579092412,1574627872,8,7195c8747e87,37.5
drivers/iio/adc/stm32-dfsdm-adc.c,1737,8,29,1515553991,1578375932,1532502315,32,dc26935fb60e,21.875
tools/perf/builtin-probe.c,735,19,61,1306400573,1582727404,1398024326,73,70946723eeb8,1.369863014
arch/arm/mach-imx/mach-imx6sl.c,89,10,17,1367551487,1559614293,1400974690,24,bc0ebbd5b5c1,8.333333332999999
arch/powerpc/kernel/dma-iommu.c,212,11,22,1308877522,1565074910,1446108949,29,f9f3232a7d0a,6.896551724
drivers/clk/imx/clk-pll14xx.c,434,5,12,1548120701,1576090722,1552506611,12,c3a5fd15ed0c,41.66666667
arch/m68k/kernel/signal.c,1140,10,23,1311247043,1558577847,1346735907,31,4eee57d68b8b,3.225806452
drivers/gpu/drm/amd/display/dc/dml/dcn21/display_mode_vba_21.c,6134,6,8,1564131126,1578906342,1564294652,9,e3aaf0e1744e,11.11111111
security/apparmor/mount.c,739,7,11,1500390287,1576039448,1504957632,12,9c95a278ba7c,41.66666667
drivers/of/fdt.c,1296,46,94,1311247043,1571368713,1413072281,133,dd753d961c48,6.766917293
net/dccp/proto.c,1276,22,32,1311247043,1575858703,1322833572,40,c92c81df93df,2.5
sound/core/seq/seq_memory.c,502,6,15,1311247043,1558918505,1330858489,17,7bd800915677,5.882352941000001
drivers/clk/tegra/clk-tegra124.c,1587,18,43,1378704236,1564049940,1403101692,54,c1d676cec572,1.8518518519999998
net/rxrpc/call_accept.c,670,5,43,1311247043,1576830056,1451158408,59,063c60d39180,27.11864407
net/dsa/tag_ksz.c,252,8,18,1496233146,1576659699,1540711707,26,cbd72b485214,7.692307692000001
drivers/hwmon/ds620.c,257,9,12,1311247043,1558315142,1328894016,11,e36ce99ee081,9.090909091
sound/usb/validate.c,349,1,6,1566292629,1580519128,1566988655,6,f8e5f90b3a53,50.0
